view,like,danmaku,reply,favorite,coin,share,point
267266,25368,2346,1487,8583,30135,1619,323485
260019,27128,1731,1395,8722,11247,2738,319137
352660,33736,6850,1155,3559,10174,2059,313730
228783,17602,5144,1204,7853,11416,1854,312686
338444,14273,1386,1287,3974,15489,624,309533
321748,15929,834,688,6733,14886,5092,307634
218716,13984,3031,3140,8361,7201,6238,301840
323298,12687,313,372,6576,2209,3300,295804
334991,19198,1419,1360,2042,6779,1146,282753
322052,5838,211,548,4908,768,9182,277420
331558,5370,39,172,5100,981,5785,273231
303787,8915,393,758,4610,6036,8384,270009
192128,14484,726,481,9394,9281,2857,264306
290435,8007,1273,2070,1788,3114,271,261021
238344,16119,1359,1725,4428,15502,1050,258773
278686,29323,1527,1162,3698,9194,940,258382
212314,14966,788,976,7231,8172,685,257626
306433,12744,2147,345,1262,8195,307,255204
388068,15847,709,585,743,3429,209,253240
810933,11419,459,952,1454,2401,478,245220
337741,19136,1597,749,1317,2962,556,244689
278163,8986,2949,1213,2941,5778,2876,244659
314262,5861,732,2239,995,549,7640,242245
276100,8678,762,1532,1809,7668,5040,242237
305931,31,7337,1106,25,1035,108,240459
186282,18969,2409,1698,5531,6364,1423,237891
224362,6247,2061,4011,1244,1631,863,236815
293845,22899,1925,801,2140,12906,503,236280
126967,10960,3216,1070,10215,2623,1194,233356
292804,2740,622,1498,1589,189,877,232862
265660,24006,1031,702,3156,9045,961,232752
470251,1449,264,1228,1847,76,507,232486
213103,6132,1026,753,3678,4014,453,230296
265652,4328,2134,1435,2020,791,4613,229812
122755,11600,299,497,9079,7273,477,228542
164464,16113,2230,2576,3431,13888,106,226520
322139,11242,566,405,1077,6992,436,226098
256443,20094,1777,1077,2380,7608,821,219501
306566,18602,921,624,977,2064,266,219087
227082,10839,2312,590,4438,3873,741,218548
284041,17555,2960,871,1536,3449,330,217560
258397,15069,3402,1009,895,3332,441,217063
278219,17479,1609,835,1240,4526,2388,216823
263574,18930,1469,1539,1138,4359,235,216324
252521,20390,2456,705,1751,7954,383,215078
198731,21596,2408,933,5677,5657,347,214311
232776,9834,1846,1268,1775,4501,455,212527
116499,8551,154,258,10687,3543,238,210960
192091,17274,564,590,4916,8562,4296,209684
1856464,64221,20545,10340,27666,15250,37440,1520595
1673544,80299,24662,7705,35850,62350,77192,1501169
1509104,93635,14821,5654,7143,37768,1595,1155204
1387036,34328,3475,7137,9961,12377,31874,1024987
1493145,102988,11368,3692,11685,45301,1239,1020032
1298627,67696,33854,4320,3605,16913,1319,935220
1181784,30779,4180,7401,7361,10673,32085,921862
1241352,74611,2341,3008,8670,35547,10138,855823
948855,42625,2013,757,17688,25404,12220,810446
603209,70784,5475,4245,17263,52147,1499,759107
832071,70660,7694,2184,10443,31934,1206,722919
1099366,22028,1149,666,8507,3669,1032,707847
810557,36133,417,1035,13584,3849,10246,675428
965238,39360,7754,1978,2173,13829,704,672410
659368,56275,3457,1120,15190,38494,4591,644144
500487,50347,2904,1218,17998,51230,779,592868
825223,579,2959,4585,9,9718,699,587500
576669,94269,3353,2499,12886,154932,750,581531
428749,50670,5136,1673,21191,66537,1395,580882
698882,23384,5388,847,4313,13726,964,573252
589941,89703,4798,1414,9590,63214,1809,532320
399518,24388,695,467,18674,12784,652,522875
591803,66286,1283,968,9468,70938,789,508835
593650,40122,5092,1085,4371,24490,3041,479166
595233,33663,931,915,5695,23251,1386,468822
434922,18338,6373,2298,5416,17393,3236,464905
923157,6384,1323,2747,2327,610,14224,462856
374514,11133,24194,4769,1861,4927,1692,462631
230003,26634,541,977,20843,31965,2727,455666
596646,27026,1994,1722,2116,3500,674,455245
466639,29356,13906,1421,3752,16325,912,455189
417388,22081,4144,1092,7292,15549,2516,433159
333746,43435,3085,890,13724,36232,832,431599
354306,27853,4582,1266,8532,13263,2717,422371
471140,33805,5119,1140,5375,11359,798,413034
288653,38242,1714,1503,15187,35570,2215,412739
410632,30672,4342,1525,6639,18991,1107,412562
449599,36590,2984,766,6937,24623,3269,410349
349549,19478,3572,2174,10372,16023,3309,406796
465267,8617,1720,750,6611,2608,8306,400570
411242,42682,4387,2184,6486,62786,454,395584
603369,18614,1358,1008,1154,2902,1573,385083
435710,16463,11779,1954,3383,10303,2071,384426
430725,12002,1100,1910,5439,1014,5247,384101
201447,32328,2448,1753,15872,43535,4590,367139
271870,27226,1222,783,8973,21686,1054,366015
315230,36573,5228,2001,9018,45616,1224,357805
318662,23778,1586,686,9574,8973,5023,354731
287586,8462,267,547,9740,5554,414,350994
295605,14519,5585,1090,5997,11376,1081,344941
287478,15121,7250,2797,3417,6542,3244,334118
267578,25379,2349,1489,8585,30147,1620,323810
261453,27219,1741,1400,8750,11280,2756,320590
353464,33787,6862,1156,3567,10185,2065,314240
229494,17621,5155,1207,7865,11435,1858,313132
338982,14280,1386,1287,3976,15493,624,309857
322546,15945,834,688,6741,14905,5106,308219
221618,14165,3063,3171,8500,7288,6311,304971
324116,12753,319,372,6606,2217,3310,296623
335806,19218,1420,1360,2041,6791,1147,283263
322795,5852,212,551,4917,768,9196,277977
334490,5411,40,172,5140,989,5837,275142
304380,8923,393,758,4616,6046,8401,270552
193364,14565,728,481,9457,9326,2874,265587
292552,8065,1280,2094,1796,3125,274,262945
214813,15043,793,981,7290,8197,689,260823
279486,29372,1531,1163,3705,9205,941,258956
238582,16122,1357,1726,4428,15502,1050,258903
307404,12763,2150,345,1263,8201,307,255697
389309,15889,712,589,743,3436,210,253820
280891,9064,2967,1219,2962,5819,2902,246650
811103,11421,459,952,1455,2403,478,245259
338441,19162,1597,749,1320,2967,558,245145
311655,31,7425,1122,25,1046,110,244242
315173,5871,733,2236,998,549,7643,242864
276554,8688,762,1534,1811,7674,5041,242563
187130,19024,2431,1699,5564,6384,1425,239022
224836,6254,2061,4013,1245,1632,864,236880
294519,22922,1927,801,2141,12923,506,236680
127464,10983,3228,1070,10251,2627,1197,234030
293525,2753,622,1504,1593,189,879,233471
266493,24074,1036,702,3162,9080,962,233210
471448,1454,264,1231,1854,77,507,233123
213589,6139,1028,754,3677,4018,453,230694
265908,4330,2136,1436,2019,791,4616,229836
123406,11640,300,497,9108,7317,480,229092
273253,15671,3531,1034,939,3520,464,228189
164587,16119,2232,2579,3432,13890,106,226643
322542,11263,567,405,1077,6998,436,226295
257896,20197,1786,1081,2398,7645,823,220428
270566,19492,1512,1562,1166,4483,242,220405
229621,10965,2336,597,4477,3916,750,220251
307719,18644,923,624,985,2078,266,219178
284497,17567,2961,871,1538,3451,330,217760
279109,17542,1617,838,1247,4534,2396,217391
252840,20408,2459,705,1752,7963,383,215079
199158,21613,2411,934,5679,5663,348,214545
232943,9840,1847,1268,1777,4504,455,212664
116842,8571,155,258,10710,3553,238,211354
192335,17287,564,590,4920,8570,4298,209890
1859318,64327,20575,10351,27712,15276,37489,1522751
1678903,80526,24765,7718,35942,62534,77421,1505428
1510949,93709,14835,5663,7146,37792,1597,1156329
1389615,34364,3482,7142,9973,12397,31896,1026584
1496589,103117,11379,3694,11698,45343,1241,1021454
1302032,67806,33935,4325,3612,16957,1320,937038
1183749,30811,4184,7406,7364,10683,32108,922946
1245278,74742,2343,3016,8685,35614,10164,857618
952640,42753,2020,758,17751,25486,12336,815148
607819,71179,5510,4266,17374,52456,1503,764410
835294,70815,7719,2185,10475,31997,1208,725079
1102798,22080,1150,667,8534,3678,1033,709812
814321,36312,418,1036,13680,3867,10305,678169
967850,39413,7763,1979,2173,13842,704,673652
661658,56432,3461,1122,15233,38580,4613,646079
503771,50608,2924,1222,18103,51467,787,596387
830079,582,2969,4593,9,9755,703,590040
433908,51201,5183,1689,21451,67227,1409,588215
577366,94384,3359,2504,12910,155118,752,582308
699873,23399,5391,848,4319,13738,965,574095
592090,89990,4808,1420,9624,63402,1818,534097
401314,24514,701,468,18775,12844,653,525208
592740,66411,1285,968,9489,71082,789,509703
594485,40150,5093,1085,4372,24516,3046,479686
597741,33815,934,917,5724,23340,1397,470429
928854,6430,1328,2755,2336,610,14296,466948
435414,18356,6381,2297,5429,17424,3242,465386
375262,11138,24226,4772,1862,4929,1693,463320
232113,26911,548,983,21067,32301,2753,459778
597433,27044,1997,1722,2116,3505,675,455857
467351,29375,13916,1421,3753,16339,914,455778
342572,44187,3143,898,13991,36858,851,441152
418228,22098,4150,1093,7294,15557,2522,433786
354786,27874,4588,1267,8540,13277,2719,422905
471958,33827,5122,1141,5379,11373,799,413367
411093,30684,4342,1525,6642,19001,1107,412936
453026,36738,2994,767,6979,24724,3297,412716
350360,19493,3575,2174,10381,16029,3315,407418
466951,8647,1723,750,6627,2619,8343,401674
411771,42730,4397,2188,6490,62853,455,395990
608520,18766,1372,1013,1171,2921,1585,385595
436152,16476,11787,1956,3382,10313,2075,384818
431188,12019,1102,1915,5446,1015,5253,384523
203432,32625,2461,1765,16052,43922,4630,370587
272176,27253,1235,783,8982,21704,1055,366614
316220,36653,5236,2002,9040,45703,1229,358919
318840,23785,1586,686,9578,8975,5028,354942
288277,8472,268,547,9746,5564,414,351789
297455,14568,5615,1093,6023,11420,1088,346958
287836,15129,7258,2800,3419,6545,3251,334527
267847,25394,2350,1489,8590,30156,1621,324085
262719,27314,1753,1402,8776,11311,2773,321826
354085,33837,6864,1158,3573,10205,2071,314761
230316,17641,5161,1208,7881,11456,1860,313946
339360,14289,1387,1287,3981,15505,626,310310
323240,15968,834,690,6754,14926,5116,308686
224366,14319,3093,3194,8611,7339,6363,308570
324822,12800,320,372,6624,2225,3320,297438
336497,19245,1421,1362,2043,6798,1148,283706
323417,5865,212,551,4925,769,9225,278546
336853,5461,40,172,5191,1000,5889,276990
304962,8935,396,760,4622,6052,8412,270998
194395,14635,734,482,9497,9371,2885,267099
294306,8114,1286,2118,1808,3141,274,264750
216472,15087,796,983,7334,8207,692,262923
280173,29423,1537,1164,3713,9230,941,259437
238719,16129,1357,1730,4430,15508,1050,258979
308057,12783,2154,345,1263,8212,308,256336
390151,15930,712,591,743,3444,210,254492
283232,9141,2985,1225,2982,5872,2929,248559
316138,32,7490,1135,25,1060,111,248386
339122,19184,1597,749,1322,2970,559,245574
811255,11423,460,952,1454,2403,478,245377
276976,8695,762,1536,1811,7679,5042,242936
315984,5878,733,2239,1002,549,7652,242864
187919,19072,2434,1701,5588,6399,1429,240103
283417,16128,3652,1059,968,3656,481,238093
295107,22945,1932,801,2143,12934,507,236991
225309,6259,2061,4015,1246,1632,867,236949
127942,11001,3229,1070,10277,2632,1203,234609
294175,2764,622,1509,1600,189,880,234088
267072,24121,1038,703,3173,9101,963,233777
472152,1458,264,1233,1855,77,507,233256
213942,6142,1028,755,3678,4020,453,231046
266118,4333,2138,1436,2021,792,4618,229984
123997,11676,300,498,9139,7347,480,229855
164708,16127,2238,2580,3434,13898,106,226807
322812,11277,567,405,1077,7004,436,226515
275640,19948,1534,1582,1191,4570,249,224658
231900,11081,2357,605,4515,3953,755,222228
259047,20282,1790,1083,2409,7673,826,221504
308686,18686,927,624,990,2084,266,219778
279908,17596,1619,842,1252,4546,2402,217972
284875,17582,2961,871,1539,3453,330,217788
253144,20423,2460,705,1755,7974,383,215277
199442,21628,2417,934,5681,5669,350,214797
233054,9842,1848,1268,1778,4506,455,212756
117148,8583,156,258,10731,3557,239,211800
209269,15410,1067,667,4214,7607,825,210519
192563,17297,564,590,4924,8576,4299,210080
1863826,64501,20639,10371,27800,15311,37560,1524638
1687176,80863,24877,7756,36136,62805,77789,1509113
1514032,93851,14872,5671,7159,37874,1599,1157412
1393724,34412,3488,7150,9990,12422,31930,1027992
1502089,103318,11406,3700,11722,45436,1242,1022683
1307371,67934,34052,4328,3620,16997,1320,938845
1186624,30861,4188,7415,7373,10701,32135,923796
1250763,74959,2355,3024,8714,35715,10206,859424
957774,42969,2032,761,17851,25606,12410,817975
614862,71754,5552,4305,17542,52871,1512,769387
840493,71080,7747,2190,10512,32124,1208,727460
1108783,22155,1155,667,8574,3686,1040,711561
821064,36615,422,1043,13818,3900,10402,681219
971771,39510,7779,1982,2176,13871,705,675003
664982,56664,3473,1122,15302,38733,4635,647667
509020,50964,2948,1235,18240,51779,793,599669
441817,52100,5249,1707,21863,68413,1435,595187
838374,586,2991,4608,9,9824,704,592550
578401,94530,3370,2510,12934,155349,753,583190
701410,23427,5395,848,4326,13751,966,574803
595405,90423,4826,1424,9678,63714,1824,535853
404729,24707,708,471,18939,12949,657,527898
594207,66559,1287,969,9511,71266,793,510504
595893,40200,5098,1085,4374,24541,3054,480191
601747,34098,943,923,5766,23509,1408,472459
939090,6527,1346,2786,2359,613,14397,467492
436198,18368,6389,2300,5430,17430,3245,465913
235772,27317,556,993,21396,32809,2792,464815
376486,11160,24289,4781,1865,4945,1699,464016
468353,29392,13940,1424,3756,16351,916,456314
598694,27059,2001,1724,2119,3510,675,456281
355876,45464,3250,914,14398,37935,878,451476
419471,22142,4156,1094,7308,15601,2530,434347
355520,27905,4596,1267,8555,13286,2722,423382
457478,36963,3010,775,7027,24877,3341,415122
472966,33856,5123,1141,5388,11387,801,413759
411811,30710,4343,1526,6647,19014,1109,413264
351352,19528,3579,2176,10407,16058,3324,408027
469006,8679,1735,755,6660,2630,8379,403013
412448,42787,4402,2193,6502,62940,455,396462
616163,18987,1388,1017,1184,2949,1620,388974
436905,16488,11800,1958,3381,10321,2077,385166
431846,12039,1102,1919,5454,1017,5261,385037
206333,32989,2484,1774,16266,44387,4693,374148
272569,27275,1235,784,8990,21729,1056,367043
317692,36797,5256,2003,9088,45863,1242,359758
319135,23792,1587,686,9581,8977,5032,355135
289418,8490,268,548,9770,5578,414,352475
300177,14637,5646,1096,6062,11487,1093,348768
288436,15149,7278,2802,3424,6549,3258,334853
268227,25413,2355,1491,8594,30183,1624,324312
264683,27477,1760,1411,8827,11383,2811,322991
355076,33897,6873,1161,3585,10221,2078,315291
231151,17680,5180,1209,7911,11487,1867,314883
228132,14555,3153,3229,8778,7451,6437,312254
339965,14302,1391,1287,3985,15514,626,310666
324315,15996,834,691,6765,14952,5131,309281
326053,12888,322,373,6655,2238,3339,298130
337541,19271,1422,1364,2044,6802,1149,284176
340579,5528,42,174,5254,1017,5956,279110
324451,5881,212,552,4941,772,9244,279071
305787,8964,397,765,4637,6070,8433,271518
196010,14738,742,483,9575,9432,2906,268334
296975,8192,1289,2149,1836,3178,277,266618
219285,15178,801,986,7387,8240,696,264665
281215,29474,1539,1166,3718,9249,942,260071
238976,16137,1358,1729,4433,15514,1050,259175
309335,12813,2156,348,1265,8229,311,256735
391605,15970,713,593,744,3450,210,255085
321923,32,7581,1144,25,1074,113,251907
286692,9227,3006,1236,3007,5919,2955,250585
300737,16789,3830,1097,1017,3827,502,247668
340107,19220,1598,750,1329,2976,559,245994
811509,11425,461,953,1454,2407,479,245392
317345,5898,736,2244,1005,549,7656,243504
277574,8712,762,1544,1813,7689,5050,243292
189123,19154,2447,1707,5630,6436,1438,241025
295936,22991,1937,802,2149,12958,508,237417
226058,6273,2067,4017,1249,1634,868,237034
128684,11034,3237,1072,10321,2640,1207,235309
295239,2775,626,1514,1609,191,884,234724
268044,24198,1044,703,3187,9136,968,234371
473149,1462,264,1234,1856,77,508,233855
214548,6153,1028,755,3685,4026,453,231078
124746,11724,301,499,9183,7387,483,230966
266453,4340,2141,1437,2025,792,4627,229985
283779,20626,1589,1613,1226,4729,266,228644
164877,16140,2240,2583,3434,13912,106,226919
323192,11288,568,405,1079,7007,436,226705
235434,11253,2380,616,4584,4003,764,224188
260997,20414,1803,1088,2422,7710,831,222392
310031,18741,927,624,994,2094,267,220432
281121,17680,1628,846,1258,4559,2410,218699
285436,17596,2963,871,1539,3457,331,218020
253563,20448,2462,706,1755,7982,383,215464
200008,21652,2420,936,5688,5685,350,215007
1868266,64674,20707,10403,27873,15348,37632,1528376
1696382,81250,24991,7800,36343,63138,78301,1517540
1517149,93955,14889,5678,7170,37911,1602,1159383
1398028,34465,3494,7157,10009,12441,31956,1029721
1507750,103519,11425,3703,11751,45518,1246,1025426
1313010,68090,34159,4335,3628,17026,1325,942034
1189515,30906,4197,7435,7386,10720,32161,925719
1256220,75140,2363,3025,8732,35783,10247,862686
962692,43143,2041,762,17942,25712,12463,822787
621585,72296,5600,4337,17718,53279,1527,778859
845064,71334,7764,2192,10538,32217,1215,731535
1114107,22251,1155,667,8619,3699,1051,715024
827208,36908,425,1030,13936,3928,10494,687087
975759,39579,7806,1982,2184,13894,707,677474
668081,56901,3480,1123,15372,38883,4659,651084
449920,52958,5325,1724,22249,69530,1460,608548
514240,51342,2960,1240,18358,52110,804,606109
845973,586,3002,4624,9,9871,706,597426
579460,94693,3383,2513,12961,155613,755,584437
702793,23445,5402,848,4330,13764,966,576222
598776,90853,4846,1432,9723,64014,1831,539331
407962,24936,717,472,19106,13080,660,533685
595445,66705,1290,971,9538,71418,796,511934
597176,40240,5104,1086,4375,24559,3060,481246
605870,34325,952,931,5800,23652,1419,476285
239456,27691,563,1006,21676,33266,2831,474175
949859,6611,1369,2826,2389,618,14533,472189
369150,46598,3328,925,14763,38896,909,470274
436936,18386,6394,2302,5436,17443,3248,466760
377736,11175,24364,4797,1873,4956,1704,465525
469463,29414,13966,1424,3758,16364,918,457453
599892,27082,2006,1724,2122,3514,676,457182
420601,22176,4161,1094,7321,15633,2539,435724
356202,27924,4596,1268,8565,13298,2726,424245
461633,37143,3018,777,7056,24998,3382,419662
474121,33885,5129,1142,5394,11396,802,414445
412525,30730,4344,1527,6655,19025,1113,413901
352490,19563,3585,2179,10440,16086,3334,409363
470932,8709,1749,766,6677,2636,8410,405345
413211,42848,4409,2194,6511,63042,456,397352
623412,19198,1410,1017,1202,2988,1640,394483
432632,12066,1102,1930,5468,1020,5268,385959
437566,16505,11813,1958,3384,10333,2081,385823
209527,33358,2494,1779,16483,44840,4760,380215
319425,36928,5280,2005,9116,46006,1246,361841
290556,8514,269,548,9791,5592,415,353959
302773,14708,5678,1099,6105,11547,1099,352067
289047,15165,7279,2803,3429,6561,3267,335702
266532,27608,1768,1415,8873,11434,2836,325624
268520,25435,2355,1491,8602,30202,1625,324765
231846,14754,3222,3265,8930,7554,6514,319078
232105,17706,5188,1209,7930,11517,1877,316402
356010,33974,6885,1162,3593,10243,2080,316280
340635,14319,1392,1289,3989,15534,627,311391
325516,16035,836,692,6783,14984,5149,310437
327531,12978,325,374,6704,2252,3358,299650
338526,19304,1433,1366,2046,6806,1151,284339
